"Game"	"Platform"	"Score"	"Genre"
"Flashback"	"X360"	5.8	"Action"
"Flashback"	"PC"	5.8	"Action"
"Charlie Murder"	"X360"	7	"Action"
"The Bureau: XCOM Declassified"	"X360"	5.5	"Shooter"
"The Bureau: XCOM Declassified"	"PC"	5.5	"Shooter"
"The Bureau: XCOM Declassified"	"PS3"	5.5	"Shooter"
"The Wonderful 101"	"WiiU"	7.4	"Action"
"Disney Infinity"	"X360"	8.7	"Action"
"Disney Infinity "	"PC"	8.7	"Action"
"Disney Infinity"	"PC"	8.7	"Action"
"Disney Infinity"	"WiiU"	8.7	"Action"
"Disney Infinity"	"PS3"	8.7	"Action"
"Gone Home"	"Macintosh"	9.5	"Simulation"
"Gone Home"	"PC"	9.5	"Simulation"
"Gone Home"	"Linux"	9.5	"Simulation"
"Europa Universalis IV"	"PC"	8.9	"Strategy"
"Tom Clancy's Splinter Cell: Blacklist"	"PC"	9.2	"Action"
"Tom Clancy's Splinter Cell: Blacklist"	"PS3"	9.2	"Action"
"Tom Clancy's Splinter Cell: Blacklist"	"WiiU"	9.2	"Action"
"Tom Clancy's Splinter Cell: Blacklist"	"X360"	9.2	"Action"
"Saints Row IV"	"X360"	7.3	"Action"
"Saints Row IV"	"PC"	7.3	"Action"
"Saints Row IV"	"PS3"	7.3	"Action"
"Dishonored: The Brigmore Witches"	"X360"	7.5	"Action"
"Dishonored: The Brigmore Witches"	"PC"	7.5	"Action"
"Dishonored: The Brigmore Witches"	"PS3"	7.5	"Action"
"PayDay 2"	"PS3"	8	"Shooter"
"PayDay 2"	"PC"	8	"Shooter"
"PayDay 2"	"X360"	8	"Shooter"
"Papers, Please"	"PC"	8.7	"Simulation"
"DuckTales Remastered"	"WiiU"	7	"Platformer"
"DuckTales Remastered"	"PC"	7	"Platformer"
"DuckTales Remastered"	"PS3"	7	"Platformer"
"Guacamelee! "	"PC"	9.1	"Platformer, Action"
"Ibb &amp; Obb"	"PS3"	8.3	"Platformer"
"Divinity: Dragon Commander"	"PC"	7.8	"Strategy, RPG"
"Spelunky"	"PC"	9	"Platformer"
"Brothers: A Tale of Two Sons"	"PC"	8.2	"Adventure"
"Brothers: A Tale of Two Sons"	"X360"	8.2	"Adventure"
"Brothers: A Tale of Two Sons"	"PS3"	8.2	"Adventure"
"Rise of the Triad"	"PC"	4.3	"Shooter"
"Tales of Xillia"	"PS3"	8	"RPG"
"Dragon's Crown"	"PSV"	8.5	"Action"
"Dragon's Crown"	"PS3"	8.5	"Action"
"Halo: Spartan Assault"	"Windows Phone"	6.7	"Shooter"
"Halo: Spartan Assault"	"PC"	6.7	"Shooter"
"Halo: Spartan Assault"	"Windows Surface"	6.7	"Shooter"
"The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx"	"PS3"	9	"Adventure"
"The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx"	"PC"	9	"Adventure"
"The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx"	"Macintosh"	9	"Adventure"
"The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx"	"Linux"	9	"Adventure"
"The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx"	"X360"	9	"Adventure"
"Cloudberry Kingdom"	"PS3"	7.4	"Platformer"
"Cloudberry Kingdom"	"WiiU"	7.4	"Platformer"
"PixelJunk Monsters: Ultimate HD"	"PSV"	9	"Strategy"
"Jak and Daxter Collection"	"PSV"	6.8	"Platformer"
"Stealth Inc.: A Clone in the Dark"	"PS3"	9.2	"Platformer"
"Stealth Inc.: A Clone in the Dark"	"PSV"	9.2	"Platformer"
"Rogue Legacy "	"PC"	9	"RPG"
"Attack of the Friday Monsters: A Tokyo Tale"	"3DS"	6.2	"Adventure"
"Shadowrun Returns"	"PC"	7.3	"RPG"
"EarthBound"	"WiiU"	9	"RPG"
"Dota 2"	"PC"	9.4	"RPG"
"R.I.P.D.: The Game"	"PC"	4.5	"Action"
"Sine Mora"	"iPhone"	4.9	"Shooter"
"Velocity Ultra"	"PC"	8.4	"Shooter"
"Velocity Ultra"	"PS3"	8.4	"Shooter"
"Velocity Ultra"	"PSV"	8.4	"Shooter"
"Pikmin 3"	"WiiU"	8.8	"Strategy"
"Dynasty Warriors 8"	"PS3"	8.7	"Action"
"Dynasty Warriors 8"	"X360"	8.7	"Action"
"Monster Manor"	"3DS"	7.9	"Adventure"
"Warrior's Way"	"3DS"	7	"Strategy"
"Flower Town"	"3DS"	5	"Simulation"
"Mii Force"	"3DS"	8.5	"Shooter"
"Plants vs. Zombies 2"	"iPhone"	8.7	"Strategy"
"Legends of Dawn"	"PC"	2.8	"RPG"
"Pacific Rim"	"X360"	5.3	"Action"
"Storm"	"PC"	4	"Puzzle, Action"
"Limbo"	"iPhone"	9	"Platformer"
"Mario &amp; Luigi: Dream Team"	"3DS"	8	"Action, RPG"
"Man of Steel HD"	"iPad"	6	"Action"
"Man of Steel"	"iPhone"	6	"Action"
"Mutant Mudds Deluxe "	"PSV"	8	"Platformer"
"Mutant Mudds Deluxe"	"PS3"	8	"Platformer"
"Mutant Mudds Deluxe"	"WiiU"	8	"Platformer"
"Dark"	"X360"	4	"Action"
"Dark"	"PC"	4	"Action"
"Time and Eternity"	"PS3"	5.6	"RPG"
"Deus Ex: The Fall"	"iPhone"	8.2	"Shooter"
"Deus Ex: The Fall"	"Android"	8.2	"Shooter"
"Leisure Suit Larry Reloaded"	"PC"	4.1	"Adventure, Adult"
"Shin Megami Tensei IV"	"3DS"	8.5	"RPG"
"Kentucky Route Zero: Act 2"	"Macintosh"	9.1	"Adventure"
"Kentucky Route Zero: Act 2"	"PC"	9.1	"Adventure"
"Kentucky Route Zero: Act 2"	"Linux"	9.1	"Adventure"
"Sid Meier's Civilization V: Brave New World"	"Macintosh"	9.4	"Strategy"
"Sid Meier's Civilization V: Brave New World"	"PC"	9.4	"Strategy"
"NCAA Football 14"	"PS3"	7.4	"Sports"
"NCAA Football 14"	"X360"	7.4	"Sports"
"The Walking Dead: 400 Days"	"PS3"	8.9	"Action, Adventure"
"The Walking Dead: 400 Days"	"X360"	8.9	"Action, Adventure"
"The Walking Dead: 400 Days"	"PC"	8.9	"Action, Adventure"
"The Walking Dead: 400 Days"	"Macintosh"	8.9	"Action, Adventure"
"Magic: The Gathering -- Duels of the Planeswalkers 2014"	"PS3"	8.1	"Card, Battle"
"Magic: The Gathering -- Duels of the Planeswalkers 2014"	"PC"	8.1	"Card, Battle"
"Magic: The Gathering -- Duels of the Planeswalkers 2014"	"Android"	8.1	"Card, Battle"
"Magic: The Gathering -- Duels of the Planeswalkers 2014"	"X360"	8.1	"Card, Battle"
"Magic: The Gathering -- Duels of the Planeswalkers 2014 "	"iPad"	8.1	"Card, Battle"
"New Super Luigi U (Nintendo eShop Edition)"	"WiiU"	7.3	"Platformer"
"New Super Luigi U"	"WiiU"	7.3	"Platformer"
"Red Orchestra 2: Rising Storm"	"PC"	8.3	"Shooter"
"Dungeons &amp; Dragons: Chronicles of Mystara"	"X360"	8.3	"Action"
"Dungeons &amp; Dragons: Chronicles of Mystara"	"PC"	8.3	"Action"
"Dungeons &amp; Dragons: Chronicles of Mystara"	"WiiU"	8.3	"Action"
"Dungeons &amp; Dragons: Chronicles of Mystara"	"PS3"	8.3	"Action"
"World War Z"	"iPhone"	5.3	"Shooter"
"Penny Arcade's On the Rain-slick Precipice of Darkness 4"	"PC"	6	"RPG"
"Penny Arcade's On the Rain-slick Precipice of Darkness 4"	"X360"	6	"RPG"
"Project X Zone"	"3DS"	8	"RPG"
"Disney Epic Mickey 2: The Power of Two"	"PSV"	6.2	"Action, Adventure"
"Neverwinter"	"PC"	6.8	"Action, RPG"
"Company of Heroes 2"	"PC"	8.4	"Strategy"
"Magrunner: Dark Pulse"	"PC"	6.8	"Puzzle, Action"
"Deadpool"	"PS3"	6	"Action"
"Deadpool"	"PC"	6	"Action"
"Deadpool"	"X360"	6	"Action"
"Borderlands 2: Tiny Tina's Assault on Dragon Keep"	"X360"	9.2	"Shooter, RPG"
"XCOM: Enemy Unknown"	"iPhone"	8.5	"Strategy"
"Muramasa Rebirth"	"PSV"	8	"Simulation"
"Marvel Heroes"	"PC"	5.7	"RPG"
"Game &amp; Wario"	"WiiU"	5.1	"Party"
"Gunpoint"	"PC"	9	"Puzzle, Action"
"The Night of the Rabbit "	"PC"	7.9	"Adventure"
"The Night of the Rabbit"	"Macintosh"	7.9	"Adventure"
"The Incredible Adventures of Van Helsing"	"PC"	7	"Action, RPG"
"The Incredible Adventures of Van Helsing"	"Macintosh"	7	"Action, RPG"
"Wargame: AirLand Battle"	"PC"	8.4	"Strategy"
"The Denpa Men 2: Beyond the Waves"	"3DS"	7.9	"RPG"
"The Last of Us"	"PS3"	10	"Action"
"State of Decay"	"X360"	8.9	"Action"
"Gravity Guy 2"	"iPhone"	7	"Platformer"
"Animal Crossing: New Leaf"	"3DS"	9.6	"Simulation"
"CastleStorm"	"X360"	8	"Strategy"
"CastleStorm"	"PS3"	8	"Strategy"
"The Starship Damrey"	"3DS"	5.3	"Adventure"
"Remember Me"	"PS3"	5.9	"Action, Adventure"
"Remember Me"	"X360"	5.9	"Action, Adventure"
"Sniper Elite V2"	"WiiU"	7	"Action"
"The Swapper"	"PC"	9.3	"Platformer"
"Impossible Road"	"iPhone"	8.4	"None"
"Tomb Breaker"	"iPhone"	7.5	"Puzzle"
"Star Wars Knights of the Old Republic"	"iPad"	8.8	"RPG"
"Dust 514"	"PS3"	5.8	"Shooter"
"Ratchet &amp; Clank: Full Frontal Assault"	"PSV"	5.7	"Action"
"Grid 2"	"X360"	8	"Racing"
"Grid 2"	"PC"	8	"Racing"
"Grid 2"	"PS3"	8	"Racing"
"Fallen Enchantress: Legendary Heroes "	"PC"	8	"Strategy"
"Zombie Tycoon 2: Brainhov's Revenge"	"PS3"	4.9	"Simulation"
"Zombie Tycoon 2: Brainhov's Revenge"	"PSV"	4.9	"Simulation"
"Sorcery!"	"iPhone"	8.8	"Adventure"
"Star Command"	"iPhone"	6.7	"Simulation"
"Paper Titans"	"iPhone"	8.2	"Puzzle, Adventure"
"Gun Commando"	"iPhone"	7.3	"Shooter"
"Age of Wushu"	"PC"	7	"RPG"
"The House of the Dead: Overkill -- The Lost Reels"	"iPhone"	7.7	"Shooter"
"Mars: War Logs"	"PC"	5.3	"Action, RPG"
"Mittens"	"iPhone"	6.2	"Puzzle, Action"
"Zeno Clash II"	"PC"	6.4	"Action"
"Fez"	"PSV"	9.5	"Platformer"
"Fez"	"PS4"	9.5	"Platformer"
"Fez"	"PC"	9.5	"Platformer"
"Fez"	"PS3"	9.5	"Platformer"
"Robot Unicorn Attack 2"	"iPhone"	7.9	"Action"
"Guilty Gear XX Accent Core Plus R"	"PSV"	7.9	"Fighting"
"Telltale Games' Poker Night 2"	"PC"	7.5	"Card"
"Telltale Games' Poker Night 2"	"Macintosh"	7.5	"Card"
"Iron Man 3: The Official Game"	"iPhone"	6.6	"Action"
"Soul Sacrifice"	"PSV"	7.7	"Action"
"Sacred Citadel"	"PC"	5.9	"Action"
"Far Cry 3: Blood Dragon"	"PC"	8	"Shooter"
"Far Cry 3: Blood Dragon"	"PS3"	8	"Shooter"
"Far Cry 3: Blood Dragon "	"X360"	8	"Shooter"
"Dragon's Dogma: Dark Arisen"	"X360"	7.9	"Action, RPG"
"Dragon's Dogma: Dark Arisen"	"PS3"	7.9	"Action, RPG"
"Telltale Games' Poker Night 2"	"X360"	7.5	"Card"
"Sacred Citadel"	"X360"	5.9	"Action"
"The Other Brothers"	"iPhone"	5.6	"Platformer"
"Star Trek: The Game"	"PC"	4.2	"Action"
"Star Trek: The Game"	"X360"	4.2	"Action"
"Star Trek: The Game"	"PS3"	4.2	"Action"
"Teenage Mutant Ninja Turtles: Rooftop Run"	"iPhone"	6.8	"Platformer"
"Fish Out of Water"	"iPhone"	6.9	"Action"
"Deadly Premonition: The Director's Cut"	"PS3"	7	"Action, Adventure"
"The Sushi Spinnery"	"iPhone"	7.4	"Simulation"
"Dungeon Hunter 4"	"iPhone"	5.5	"Adventure"
"Dillon's Rolling Western: The Last Ranger"	"3DS"	6.7	"Adventure"
"LEGO City Undercover: The Chase Begins"	"3DS"	6.3	"Adventure"
"Monaco"	"PC"	9	"Action"
"Monaco"	"X360"	9	"Action"
"Assassin's Creed III -- The Tyranny of King Washington"	"WiiU"	6.8	"Action, Adventure"
"Assassin's Creed III -- The Tyranny of King Washington"	"PS3"	6.8	"Action, Adventure"
"Assassin's Creed III -- The Tyranny of King Washington"	"X360"	6.8	"Action, Adventure"
"God Mode"	"PC"	6.7	"Shooter"
"Mr. Crab"	"iPhone"	7.8	"Platformer"
"Assassin's Creed III -- The Tyranny of King Washington"	"PC"	6.8	"Action, Adventure"
"God Mode"	"X360"	6.7	"Shooter"
"Dead Island Riptide "	"X360"	7.2	"Action"
"Dead Island Riptide"	"PC"	7.2	"Action"
"Dead Island Riptide"	"PS3"	7.2	"Action"
"Surgeon Simulator 2013"	"PC"	7.8	"Simulation"
"Thomas Was Alone"	"PS3"	8	"Platformer"
"Thomas Was Alone"	"PSV"	8	"Platformer"
"Star Wars: The Old Republic -- Rise of the Hutt Cartel"	"PC"	7.6	"RPG"
"Star Wars: The Old Republic"	"PC"	9	"RPG"
"Papo &amp; Yo"	"PC"	4	"Adventure"
"Motocross Madness"	"X360"	8.4	"Racing"
"ShootMania Storm"	"PC"	7.8	"Shooter"
"Defiance"	"X360"	5.5	"Action"
"Defiance"	"PS3"	5.2	"Action"
"Defiance"	"PC"	5.9	"Shooter"
"Dishonored: The Knife of Dunwall"	"X360"	7.5	"Action"
"Dishonored: The Knife of Dunwall"	"PS3"	7.5	"Action"
"Dishonored: The Knife of Dunwall"	"PC"	7.5	"Action"
"Injustice: Gods Among Us"	"X360"	8.2	"Fighting"
"Injustice: Gods Among Us"	"PS3"	8.2	"Fighting"
"Devil Summoner: Soul Hackers"	"3DS"	7.8	"RPG"
"Cities in Motion 2"	"PC"	7.5	"Simulation"
"Atelier Totori Plus: The Adventurer of Arland"	"PSV"	7.8	"RPG"
"Guacamelee!"	"PS3"	9	"Platformer, Action"
"Guacamelee!"	"PSV"	9	"Platformer, Action"
"Toki Tori 2"	"WiiU"	8	"Puzzle, Adventure"
"Terraria "	"PS3"	9	"Action, RPG"
"BattleBlock Theater"	"X360"	7.8	"Platformer"
"Terraria"	"X360"	9	"Action, RPG"
"Tiger Woods PGA Tour 14"	"X360"	8	"Sports"
"Warframe"	"PC"	7	"Shooter"
"Slender: The Arrival"	"PC"	6.5	"Adventure"
"Tiger Woods PGA Tour 14"	"PS3"	8	"Sports"
"Hyperdimension Neptunia Victory"	"PS3"	5.4	"RPG"
"Incredipede"	"Macintosh"	8.5	"Puzzle, Adventure"
"Army of Two: The Devil's Cartel"	"X360"	5	"Shooter"
"Darkstalkers Resurrection"	"PS3"	8.4	"Fighting"
"Darkstalkers Resurrection"	"X360"	8.4	"Fighting"
"Army of Two: The Devil's Cartel"	"PS3"	5	"Shooter"
"Incredipede"	"PC"	8.5	"Puzzle, Adventure"
"HarmoKnight"	"3DS"	8.5	"Platformer"
"Need for Speed Most Wanted U"	"WiiU"	9	"Racing, Action"
"Super House of Dead Ninjas"	"PC"	8.3	"Action"
"Major League Baseball 2K13"	"X360"	4.5	"Sports"
"Year Walk"	"iPhone"	8	"Adventure"
"Luigi's Mansion: Dark Moon"	"3DS"	9.3	"Platformer"
"The Walking Dead: Survival Instinct"	"PS3"	4.5	"Shooter"
"BioShock Infinite"	"PC"	9.5	"Shooter"
"The Walking Dead: Survival Instinct"	"X360"	4.5	"Shooter"
"The Walking Dead: Survival Instinct"	"PC"	4.5	"Shooter"
"BioShock Infinite"	"X360"	9.4	"Shooter"
"The Walking Dead: Survival Instinct "	"WiiU"	4.5	"Shooter"
"BioShock Infinite"	"PS3"	9.4	"Shooter"
"Naruto Shippuden: Ultimate Ninja Storm 3"	"PS3"	8.6	"Fighting"
"Naruto Shippuden: Ultimate Ninja Storm 3"	"X360"	8.6	"Fighting"
"Sonic Dash"	"Android"	6.1	"Action"
"Sonic Dash"	"iPhone"	6.1	"Action"
"StarCraft II: Heart of the Swarm"	"PC"	8.6	"Strategy"
"Sniper: Ghost Warrior 2"	"PC"	5	"Shooter"
"Super Stickman Golf 2"	"iPhone"	8.2	"Sports"
"The Showdown Effect"	"PC"	6	"Action"
"Gears of War: Judgment"	"X360"	9.2	"Shooter"
"Monster Hunter 3 Ultimate"	"WiiU"	8.8	"Action"
"Monster Hunter 3 Ultimate"	"3DS"	8.8	"Action"
"Dead Space 3: Awakened"	"PC"	8.2	"Action, Adventure"
"Atelier Ayesha: The Alchemist of Dusk"	"PS3"	6.2	"RPG"
"Dead Space 3: Awakened"	"PS3"	8.2	"Action, Adventure"
"Dead Space 3: Awakened"	"X360"	8.2	"Action, Adventure"
"LEGO City: Undercover"	"WiiU"	8	"Adventure"
"God of War: Ascension"	"PS3"	7.8	"Action"
"Ridiculous Fishing: A Tale of Redemption"	"iPhone"	8	"Hunting"
"The Banner Saga: Factions"	"PC"	7.8	"Strategy, RPG"
"SimCity"	"PC"	7	"Simulation"
"Dollar Dash"	"X360"	4.8	"Action"
"Naruto: Powerful Shippuden"	"3DS"	8	"Fighting, Action"
"Dollar Dash"	"PC"	4.8	"Action"
"Mass Effect 3: Citadel "	"X360"	9.1	"RPG"
"Mass Effect 3: Citadel"	"PC"	9.1	"RPG"
"Mass Effect 3: Citadel"	"PS3"	9.1	"RPG"
"MLB 13: The Show"	"PSV"	7.6	"Sports"
"Castlevania: Lords of Shadow -- Mirror of Fate"	"3DS"	4.7	"Action"
"MLB 13: The Show"	"PS3"	8.8	"Sports"
"Ninja Gaiden Sigma 2 Plus"	"PSV"	6	"Action"
"Etrian Odyssey IV: Legends of the Titan"	"3DS"	9	"RPG"
"March of the Eagles"	"PC"	7.9	"Strategy"
"Real Racing 3"	"iPhone"	9.1	"Racing"
"Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien"	"PC"	9	"Platformer"
"Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien"	"WiiU"	9	"Platformer"
"Tomb Raider"	"PC"	9.1	"Action"
"Tomb Raider"	"X360"	9.1	"Action"
"Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien"	"X360"	9	"Platformer"
"Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien"	"PS3"	9	"Platformer"
"Tomb Raider"	"PS3"	9.1	"Action"
"Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien"	"iPhone"	9	"Platformer"
"Gunman Clive"	"3DS"	8.7	"Platformer"
"Puddle"	"WiiU"	6.8	"Puzzle"
"Dynasty Warriors 7: Empires"	"PS3"	7.5	"Action"
"Retrovirus"	"PC"	6.6	"Shooter"
"Akaneiro: Demon Hunters"	"PC"	4.5	"RPG"
"Crysis 3"	"PS3"	8.5	"Shooter"
"Relic Rush"	"iPhone"	7	"Puzzle"
"Crysis 3 "	"X360"	8.5	"Shooter"
"Crysis 3"	"PC"	8.5	"Shooter"
"Metal Gear Rising: Revengeance"	"PS3"	8.5	"Action"
"Metal Gear Rising: Revengeance"	"X360"	8.5	"Action"
"Fist of the North Star: Ken's Rage 2"	"PS3"	3.7	"Action"
"Bientot L'ete"	"Macintosh"	7	"Adventure"
"Special Forces: Team X"	"PC"	4.5	"Shooter"
"Special Forces: Team X"	"X360"	4.5	"Shooter"
"Bientot L'ete"	"PC"	7	"Adventure"
"Let's Fish! Hooked On"	"PSV"	3.4	"Hunting"
"Dungeonland"	"PC"	4.6	"Action, Adventure"
"Aliens: Colonial Marines"	"X360"	4.5	"Shooter"
"Aliens: Colonial Marines"	"PC"	5	"Shooter"
"Aliens: Colonial Marines"	"PS3"	4.5	"Shooter"
"Proteus"	"PC"	8.5	"Adventure"
"Brain Age: Concentration Training"	"3DS"	7.8	"Educational, Puzzle"
"Dead Space 3"	"PS3"	7.8	"Action, Adventure"
"Dead Space 3"	"X360"	7.8	"Action, Adventure"
"Dead Space 3"	"PC"	7.8	"Action, Adventure"
"Omerta: City of Gangsters"	"PC"	5.2	"RPG, Simulation"
"Ikachan"	"3DS"	7.3	"Adventure"
"Sly Cooper: Thieves in Time"	"PS3"	8	"Platformer"
"Sly Cooper: Thieves in Time"	"PSV"	8	"Platformer"
"Might and Magic: Clash of Heroes"	"iPhone"	8.5	"Puzzle, Adventure"
"Fluidity: Spin Cycle"	"3DS"	6	"Action"
"Antichamber "	"Macintosh"	8.6	"Puzzle"
"Antichamber"	"PC"	8.6	"Puzzle"
"Pixel People"	"iPhone"	9	"Simulation"
"Fire Emblem Awakening"	"3DS"	9.6	"Strategy, RPG"
"Skulls of the Shogun"	"X360"	7	"Strategy"
"Hitman HD Trilogy"	"X360"	8	"Compilation"
"Banana Kong"	"iPhone"	6	"Platformer"
"Hitman HD Trilogy"	"PS3"	8	"Compilation"
"Dungelot"	"iPhone"	8.9	"Puzzle"
"Fieldrunners 2"	"PC"	8.1	"Strategy"
"Corpse Party: Book of Shadows"	"PSP"	5.8	"Adventure"
"The Cave"	"WiiU"	7.9	"Adventure"
"The Cave"	"PS3"	7.9	"Adventure"
"Strike Suit Zero"	"PC"	7.5	"Shooter"
"The Cave"	"X360"	7.9	"Adventure"
"Tokyo Crash Mobs"	"3DS"	7.7	"Puzzle, Action"
"Final Fantasy: All The Bravest"	"iPhone"	2.5	"RPG"
"Ni no Kuni: Wrath of the White Witch"	"PS3"	9.4	"RPG"
"Marvel's The Avengers: Battle For Earth"	"WiiU"	5	"Action"
"Borderlands 2: Sir Hammerlock's Big Game Hunt"	"PC"	6.9	"Shooter, RPG"
"Borderlands 2: Sir Hammerlock's Big Game Hunt"	"X360"	6.9	"Shooter, RPG"
"Borderlands 2: Sir Hammerlock's Big Game Hunt"	"PS3"	6.9	"Shooter, RPG"
"Unchained Blades"	"3DS"	8	"RPG"
"DmC: Devil May Cry"	"PC"	8.9	"Action"
"DmC: Devil May Cry"	"PS3"	8.5	"Action"
"The Earth Defense Force 2017 Portable "	"PSV"	7.5	"Action"
"007 Legends"	"WiiU"	4.2	"Action"
"Joe Danger"	"iPhone"	9.1	"Action"
"DmC: Devil May Cry"	"X360"	8.9	"Action"
"Anarchy Reigns"	"X360"	5.9	"Action"
"Anarchy Reigns"	"PS3"	5.9	"Action"
"Primordia"	"PC"	6.8	"Adventure"
"Kentucky Route Zero: Act 1"	"PC"	8.3	"Adventure"
"Mutant Mudds"	"iPhone"	9.1	"Platformer"
"Infestation: Survivor Stories"	"PC"	3	"Action"
"Labyrinth Legends"	"PS3"	7.7	"RPG"
"Ace of Spades"	"PC"	5.9	"Shooter"
"Monsters Inc. Run"	"iPhone"	7.7	"Action"
"Pudding Monsters"	"iPhone"	7.3	"Puzzle, Adventure"
"Kinect Party"	"X360"	8.5	"Party"
"Oddworld: Stranger's Wrath HD"	"PSV"	7.5	"Action, Adventure"
"Sky Gamblers: Storm Raiders"	"iPhone"	7.1	"Action"
"AirBuccaneers"	"PC"	7.5	"Action"
"Theatrhythm Final Fantasy"	"iPhone"	8	"Music, Action"
"Sing Party"	"WiiU"	6.3	"Music"
"Street Fighter X Mega Man"	"PC"	7	"Action"
"Grand Theft Auto: Vice City"	"iPhone"	7.7	"Action, Adventure"
"Sonic &amp; All-Stars Racing Transformed"	"PSV"	7	"Racing, Action"
"Sonic &amp; All-Stars Racing Transformed"	"3DS"	7	"Racing, Action"
"The Sims 3: Seasons"	"PC"	7.5	"Simulation"
"Tank! Tank! Tank! "	"WiiU"	5.8	"Action"
"Guardians of Middle-earth"	"X360"	7.5	"Battle"
"Ratchet &amp; Clank: Full Frontal Assault"	"PS3"	6.4	"Action"
"Page Chronica"	"PS3"	4.1	"Puzzle"
"Miner Wars 2081"	"PC"	5	"Shooter"
"Guardians of Middle-earth"	"PS3"	7.5	"Battle"
"The Elder Scrolls V: Skyrim -- Dragonborn"	"X360"	8.8	"RPG"
"Baldur's Gate -- Enhanced Edition"	"iPad"	6	"RPG"
"Black Knight Sword"	"PS3"	6.9	"Puzzle, Adventure"
"Black Knight Sword"	"X360"	6.9	"Puzzle, Adventure"
"The Walking Dead: A Telltale Game Series -- Season One"	"X360"	9.3	"Adventure"
"The Walking Dead: A Telltale Game Series -- Season One"	"PS3"	9.3	"Adventure"
"The Walking Dead: A Telltale Game Series -- Season One"	"iPhone"	9.3	"Adventure"
"The Walking Dead -- Game of the Year Edition"	"PC"	9.3	"Adventure"
"The Walking Dead: A Telltale Game Series -- Season One"	"PC"	9.3	"Adventure"
"The Walking Dead: A Telltale Game Series -- Season One"	"Macintosh"	9.3	"Adventure"
"The Walking Dead -- Game of the Year Edition"	"PS3"	9.3	"Adventure"
"The Walking Dead: A Telltale Game Series -- Season One"	"iPad"	9.3	"Adventure"
"The Walking Dead -- Game of the Year Edition"	"X360"	9.3	"Adventure"
"Minigore 2: Zombies"	"iPhone"	9.1	"Shooter"
"Jet Set Radio"	"iPhone"	5.6	"Action"
"Forge"	"PC"	7	"Shooter"
"Nancy Drew: The Deadly Device"	"PC"	6.8	"Adventure"
"Just Dance 4"	"WiiU"	5.3	"Music"
"Into the Dead"	"iPhone"	7	"Action"
"Writer Rumble "	"iPhone"	8.2	"Puzzle, Word Games"
"Mass Effect"	"PS3"	9	"RPG"
"Guilty Gear XX Accent Core Plus"	"X360"	8.3	"Fighting"
"Guilty Gear XX Accent Core Plus"	"PS3"	8.3	"Fighting"
"Uncharted: Fight For Fortune"	"PSV"	7	"Card, Battle"
"Modern Combat 4: Zero Hour"	"iPhone"	7.8	"Shooter"
"Wonderbook: Book of Spells"	"PS3"	6	"Simulation, Adventure"
"Rift: Storm Legion"	"PC"	8.3	"RPG"
"The Walking Dead: Assault"	"iPhone"	7.5	"Adventure"
"Miasmata"	"PC"	7.9	"Adventure"
"Bladeslinger: Episode 1"	"iPhone"	7.2	"Action"
"Funky Barn"	"WiiU"	5	"Simulation"
"ESPN Sports Connection"	"WiiU"	3	"Sports"
"Sonic &amp; All-Stars Racing Transformed"	"WiiU"	8.8	"Racing, Action"
"Real Boxing"	"iPhone"	7.6	"Sports"
"Baldur's Gate -- Enhanced Edition"	"PC"	8.1	"RPG"
"Crashmo"	"3DS"	9.5	"Puzzle, Action"
"PlanetSide 2"	"PC"	9	"Shooter"
"Disney Epic Mickey 2: The Power of Two"	"WiiU"	6	"Action, Adventure"
"Warriors Orochi 3 Hyper"	"WiiU"	7	"Action"
"Transformers Prime"	"WiiU"	7.8	"Action"
"Rage of the Gladiator"	"iPhone"	7.6	"Action"
"Skylanders Battlegrounds"	"iPhone"	6.6	"Action"
"FIFA Soccer 13"	"WiiU"	6	"Sports"
"Family Guy: Back to the Multiverse"	"X360"	6	"Adventure"
"Family Guy: Back to the Multiverse "	"PS3"	6	"Adventure"
"Little Inferno"	"PC"	5	"Puzzle"
"Little Inferno"	"WiiU"	5	"Puzzle"
"Little Inferno"	"Macintosh"	5	"Puzzle"
"Little Inferno"	"iPad"	5	"Puzzle"
"Little Inferno"	"Linux"	5	"Puzzle"
"Little Inferno"	"iPhone"	5	"Puzzle"
"Little Chomp"	"iPhone"	8	"Action"
"Trine 2: Director's Cut"	"WiiU"	9	"Action"
"LEGO The Lord of the Rings"	"PSV"	3.8	"Action, Adventure"
"LEGO The Lord of the Rings"	"3DS"	3.8	"Action, Adventure"
"Jetpack Joyride"	"PSP"	7.4	"Platformer"
"LEGO The Lord of the Rings"	"PS3"	6.8	"Action, Adventure"
"LEGO The Lord of the Rings"	"X360"	6.8	"Action, Adventure"
"Assassin's Creed III"	"PC"	8.6	"Action, Adventure"
"Chasing Aurora"	"WiiU"	6	"Action"
